khmer,english,category,frequency,safe_remove,level,domains,token_type,notes
៥៨១៩,khmer numeral 5819,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨២០,khmer numeral 5820,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨២១,khmer numeral 5821,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨២២,khmer numeral 5822,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨២៣,khmer numeral 5823,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨២៤,khmer numeral 5824,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨២៥,khmer numeral 5825,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨២៦,khmer numeral 5826,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨២៧,khmer numeral 5827,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨២៨,khmer numeral 5828,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨២៩,khmer numeral 5829,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៣០,khmer numeral 5830,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៣១,khmer numeral 5831,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៣២,khmer numeral 5832,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៣៣,khmer numeral 5833,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៣៤,khmer numeral 5834,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៣៥,khmer numeral 5835,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៣៦,khmer numeral 5836,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៣៧,khmer numeral 5837,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៣៨,khmer numeral 5838,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៣៩,khmer numeral 5839,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៤០,khmer numeral 5840,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៤១,khmer numeral 5841,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៤២,khmer numeral 5842,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៤៣,khmer numeral 5843,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៤៤,khmer numeral 5844,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៤៥,khmer numeral 5845,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៤៦,khmer numeral 5846,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៤៧,khmer numeral 5847,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៤៨,khmer numeral 5848,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៤៩,khmer numeral 5849,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៥០,khmer numeral 5850,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៥១,khmer numeral 5851,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៥២,khmer numeral 5852,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៥៣,khmer numeral 5853,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៥៤,khmer numeral 5854,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៥៥,khmer numeral 5855,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៥៦,khmer numeral 5856,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៥៧,khmer numeral 5857,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៥៨,khmer numeral 5858,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៥៩,khmer numeral 5859,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៦០,khmer numeral 5860,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៦១,khmer numeral 5861,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៦២,khmer numeral 5862,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៦៣,khmer numeral 5863,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៦៤,khmer numeral 5864,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៦៥,khmer numeral 5865,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៦៦,khmer numeral 5866,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៦៧,khmer numeral 5867,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៦៨,khmer numeral 5868,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៦៩,khmer numeral 5869,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៧០,khmer numeral 5870,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៧១,khmer numeral 5871,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៧២,khmer numeral 5872,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៧៣,khmer numeral 5873,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៧៤,khmer numeral 5874,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៧៥,khmer numeral 5875,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៧៦,khmer numeral 5876,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៧៧,khmer numeral 5877,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៧៨,khmer numeral 5878,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៧៩,khmer numeral 5879,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៨០,khmer numeral 5880,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៨១,khmer numeral 5881,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៨២,khmer numeral 5882,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៨៣,khmer numeral 5883,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៨៤,khmer numeral 5884,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៨៥,khmer numeral 5885,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៨៦,khmer numeral 5886,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៨៧,khmer numeral 5887,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៨៨,khmer numeral 5888,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៨៩,khmer numeral 5889,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៩០,khmer numeral 5890,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៩១,khmer numeral 5891,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៩២,khmer numeral 5892,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៩៣,khmer numeral 5893,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៩៤,khmer numeral 5894,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៩៥,khmer numeral 5895,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៩៦,khmer numeral 5896,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៩៧,khmer numeral 5897,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៩៨,khmer numeral 5898,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៨៩៩,khmer numeral 5899,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩០០,khmer numeral 5900,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩០១,khmer numeral 5901,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩០២,khmer numeral 5902,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩០៣,khmer numeral 5903,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩០៤,khmer numeral 5904,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩០៥,khmer numeral 5905,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩០៦,khmer numeral 5906,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩០៧,khmer numeral 5907,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩០៨,khmer numeral 5908,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩០៩,khmer numeral 5909,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩១០,khmer numeral 5910,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩១១,khmer numeral 5911,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩១២,khmer numeral 5912,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩១៣,khmer numeral 5913,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩១៤,khmer numeral 5914,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩១៥,khmer numeral 5915,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩១៦,khmer numeral 5916,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩១៧,khmer numeral 5917,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩១៨,khmer numeral 5918,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩១៩,khmer numeral 5919,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩២០,khmer numeral 5920,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩២១,khmer numeral 5921,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩២២,khmer numeral 5922,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩២៣,khmer numeral 5923,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩២៤,khmer numeral 5924,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩២៥,khmer numeral 5925,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩២៦,khmer numeral 5926,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩២៧,khmer numeral 5927,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩២៨,khmer numeral 5928,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩២៩,khmer numeral 5929,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩៣០,khmer numeral 5930,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩៣១,khmer numeral 5931,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩៣២,khmer numeral 5932,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩៣៣,khmer numeral 5933,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩៣៤,khmer numeral 5934,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩៣៥,khmer numeral 5935,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩៣៦,khmer numeral 5936,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩៣៧,khmer numeral 5937,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩៣៨,khmer numeral 5938,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩៣៩,khmer numeral 5939,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩៤០,khmer numeral 5940,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩៤១,khmer numeral 5941,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩៤២,khmer numeral 5942,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩៤៣,khmer numeral 5943,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩៤៤,khmer numeral 5944,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩៤៥,khmer numeral 5945,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩៤៦,khmer numeral 5946,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩៤៧,khmer numeral 5947,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩៤៨,khmer numeral 5948,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩៤៩,khmer numeral 5949,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩៥០,khmer numeral 5950,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩៥១,khmer numeral 5951,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩៥២,khmer numeral 5952,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩៥៣,khmer numeral 5953,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩៥៤,khmer numeral 5954,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩៥៥,khmer numeral 5955,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩៥៦,khmer numeral 5956,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩៥៧,khmer numeral 5957,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩៥៨,khmer numeral 5958,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩៥៩,khmer numeral 5959,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩៦០,khmer numeral 5960,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩៦១,khmer numeral 5961,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩៦២,khmer numeral 5962,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩៦៣,khmer numeral 5963,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩៦៤,khmer numeral 5964,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩៦៥,khmer numeral 5965,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩៦៦,khmer numeral 5966,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
៥៩៦៧,khmer numeral 5967,quantifier,Low,Caution,Aggressive,all,noise,Numeric token; preserve for finance/QA.
